car_id,command,route_completion,sensor_0_distance,sensor_0_object_type,sensor_1_distance,sensor_1_object_type,sensor_2_distance,sensor_2_object_type,sensor_3_distance,sensor_3_object_type,sensor_4_distance,sensor_4_object_type,sensor_5_distance,sensor_5_object_type,sensor_6_distance,sensor_6_object_type,sensor_7_distance,sensor_7_object_type,sensor_8_distance,sensor_8_object_type,sensor_9_distance,sensor_9_object_type,sensor_10_distance,sensor_10_object_type,sensor_11_distance,sensor_11_object_type,sensor_12_distance,sensor_12_object_type,sensor_13_distance,sensor_13_object_type,sensor_14_distance,sensor_14_object_type,sensor_15_distance,sensor_15_object_type
player,keep_direction,0.03575152896176662,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652295,1.0,187.38937378977127,1.0,496.22094904058594,1.0,496.22094904058594,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.03614876817245292,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,495.21850714250473,1.0,495.21850714250473,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.03654600738313921,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652295,1.0,187.38937378977127,1.0,494.2160652444236,1.0,494.2160652444236,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
player,keep_direction,0.036943246593825516,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,493.2136233463424,1.0,493.2136233463424,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.0373404858045118,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652295,1.0,187.38937378977127,1.0,492.21118144826124,1.0,492.21118144826124,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.03773772501519809,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,491.20873955018004,1.0,491.20873955018004,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.038134964225884395,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,490.2062976520989,1.0,490.2062976520989,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.03853220343657069,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,489.2038557540177,1.0,489.2038557540177,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.038929442647256986,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,488.20141385593655,1.0,488.20141385593655,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290286,1.0,41.188021535170144,1.0
player,keep_direction,0.03932668185794328,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.38937378977127,1.0,487.19897195785535,1.0,487.19897195785535,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.03972392106862958,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,486.1965300597742,1.0,486.1965300597742,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.04012116027931587,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.38937378977127,1.0,485.194088161693,1.0,485.194088161693,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.040518399490002174,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,484.19164626361186,1.0,484.19164626361186,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.04091563870068847,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.38937378977127,1.0,483.18920436553066,1.0,483.18920436553066,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.041312877911374765,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,482.1867624674495,1.0,482.1867624674495,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.0520646681627,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.04171011712206106,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.38937378977127,1.0,481.18432056936837,1.0,481.18432056936837,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
player,keep_direction,0.042107356332747356,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,480.18187867128717,1.0,480.18187867128717,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.04250459554343365,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,479.17943677320596,1.0,479.17943677320596,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.04290183475411995,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,478.1769948751248,1.0,478.1769948751248,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
player,keep_direction,0.04329907396480624,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,477.1745529770437,1.0,477.1745529770437,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.04369631317549254,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897712,1.0,476.1721110789625,1.0,476.1721110789625,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.04409355238617883,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,475.16966918088133,1.0,475.16966918088133,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.04449079159686513,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,474.1672272828001,1.0,474.1672272828001,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.044888030807551424,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,473.1647853847189,1.0,473.1647853847189,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.04528527001823772,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,472.1623434866378,1.0,472.1623434866378,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290286,1.0,41.188021535170144,1.0
player,keep_direction,0.045682509228924015,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758138,1.0,111.952176006523,1.0,187.38937378977127,1.0,471.15990158855664,1.0,471.15990158855664,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.04607974843961031,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,470.15745969047543,1.0,470.15745969047543,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.046476987650296606,41.18802153517013,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652295,1.0,187.38937378977127,1.0,469.1550177923943,1.0,469.1550177923943,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.0468742268609829,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,468.1525758943131,1.0,468.1525758943131,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.047271466071669196,41.188021535170115,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652295,1.0,187.3893737897686,1.0,467.15013399623194,1.0,467.15013399623194,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.04766870528235549,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,466.14769209815074,1.0,466.14769209815074,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.048065944493041794,41.188021535170115,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378976854,1.0,465.1452502000696,1.0,465.1452502000696,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816347,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
player,keep_direction,0.04846318370372809,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,464.1428083019884,1.0,464.1428083019884,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.048860422914414385,41.188021535170115,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,463.14036640390725,1.0,463.14036640390725,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816344,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.04925766212510068,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,462.13792450582605,1.0,462.13792450582605,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
player,keep_direction,0.049654901335786976,41.188021535170115,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,461.1354826077449,1.0,461.1354826077449,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.05005214054647327,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.3893737897686,1.0,460.13304070966376,1.0,460.13304070966376,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.05044937975715957,41.188021535170144,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,459.13059881158256,1.0,459.13059881158256,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816344,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.05084661896784586,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.3893737897686,1.0,458.12815691350136,1.0,458.12815691350136,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.05124385817853216,41.18802153517013,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816345,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,457.1257150154202,1.0,457.1257150154202,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.05164109738921845,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.3893737897686,1.0,456.123273117339,1.0,456.123273117339,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502888,1.0,45.76072860290286,1.0,41.188021535170144,1.0
player,keep_direction,0.05203833659990475,41.18802153517013,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816345,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,455.12083121925787,1.0,455.12083121925787,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.052435575810591044,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,454.1183893211767,1.0,454.1183893211767,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.05283281502127734,41.188021535170094,1.0,45.760728602902844,1.0,52.58226158502888,1.0,63.05206466816345,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,453.1159474230955,1.0,453.1159474230955,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816347,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.053230054231963635,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,452.1135055250143,1.0,452.1135055250143,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.05362729344264993,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816345,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,451.1110636269332,1.0,451.1110636269332,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.054024532653336226,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,450.10862172885203,1.0,450.10862172885203,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
player,keep_direction,0.05442177186402252,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816345,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,449.1061798307708,1.0,449.1061798307708,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
player,keep_direction,0.054819011074708816,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378976854,1.0,448.1037379326897,1.0,448.1037379326897,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.05521625028539512,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816345,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,447.1012960346085,1.0,447.1012960346085,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816344,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.055613489496081414,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,446.09885413652734,1.0,446.09885413652734,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
player,keep_direction,0.05601072870676771,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,445.09641223844613,1.0,445.09641223844613,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.056407967917454005,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378976854,1.0,444.093970340365,1.0,444.093970340365,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
player,keep_direction,0.0568052071281403,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,443.0915284422838,1.0,443.0915284422838,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
