car_id,command,sensor_0_distance,sensor_0_object_type,sensor_1_distance,sensor_1_object_type,sensor_2_distance,sensor_2_object_type,sensor_3_distance,sensor_3_object_type,sensor_4_distance,sensor_4_object_type,sensor_5_distance,sensor_5_object_type,sensor_6_distance,sensor_6_object_type,sensor_7_distance,sensor_7_object_type,sensor_8_distance,sensor_8_object_type,sensor_9_distance,sensor_9_object_type,sensor_10_distance,sensor_10_object_type,sensor_11_distance,sensor_11_object_type,sensor_12_distance,sensor_12_object_type,sensor_13_distance,sensor_13_object_type,sensor_14_distance,sensor_14_object_type,sensor_15_distance,sensor_15_object_type
car_1,keep_direction,6.547005383792515,1.0,7.690182150725811,1.0,9.395565396257293,1.0,12.013016167040902,1.0,16.30054468189509,1.0,24.238044001630744,1.0,43.09734344744125,1.0,138.35587026203078,1.0,536.318624963833,1.0,331.6814041320888,1.0,199.66630801141517,1.0,144.10381277326567,1.0,114.09111316928623,1.0,95.76895777380108,1.0,83.83127505508065,1.0,75.82903768654755,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290283,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,505.24292612331647,1.0,505.24292612331647,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290283,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,504.24048422523526,1.0,504.24048422523526,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290286,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290283,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,503.2380423271541,1.0,503.2380423271541,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290283,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,502.235600429073,1.0,502.235600429073,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290283,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,501.2331585309918,1.0,501.2331585309918,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290283,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,500.23071663291057,1.0,500.23071663291057,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,499.2282747348294,1.0,499.2282747348294,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.952176006523,1.0,187.38937378977127,1.0,498.2258328367483,1.0,498.2258328367483,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.0520646681627,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,497.2233909386671,1.0,497.2233909386671,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652295,1.0,187.38937378977127,1.0,496.22094904058594,1.0,496.22094904058594,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,495.21850714250473,1.0,495.21850714250473,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652295,1.0,187.38937378977127,1.0,494.2160652444236,1.0,494.2160652444236,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,493.2136233463424,1.0,493.2136233463424,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652295,1.0,187.38937378977127,1.0,492.21118144826124,1.0,492.21118144826124,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,491.20873955018004,1.0,491.20873955018004,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,490.2062976520989,1.0,490.2062976520989,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,489.2038557540177,1.0,489.2038557540177,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,488.20141385593655,1.0,488.20141385593655,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290286,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.38937378977127,1.0,487.19897195785535,1.0,487.19897195785535,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,486.1965300597742,1.0,486.1965300597742,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.38937378977127,1.0,485.194088161693,1.0,485.194088161693,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,484.19164626361186,1.0,484.19164626361186,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.38937378977127,1.0,483.18920436553066,1.0,483.18920436553066,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,482.1867624674495,1.0,482.1867624674495,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.0520646681627,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.38937378977127,1.0,481.18432056936837,1.0,481.18432056936837,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,480.18187867128717,1.0,480.18187867128717,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,479.17943677320596,1.0,479.17943677320596,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,478.1769948751248,1.0,478.1769948751248,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,477.1745529770437,1.0,477.1745529770437,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897712,1.0,476.1721110789625,1.0,476.1721110789625,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,475.16966918088133,1.0,475.16966918088133,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,474.1672272828001,1.0,474.1672272828001,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,473.1647853847189,1.0,473.1647853847189,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.0520646681627,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,472.1623434866378,1.0,472.1623434866378,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290286,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816267,1.0,80.20217872758138,1.0,111.952176006523,1.0,187.38937378977127,1.0,471.15990158855664,1.0,471.15990158855664,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378977127,1.0,470.15745969047543,1.0,470.15745969047543,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816264,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816264,1.0,80.20217872758138,1.0,111.95217600652295,1.0,187.38937378977127,1.0,469.1550177923943,1.0,469.1550177923943,1.0,187.38937378977127,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816264,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,468.1525758943131,1.0,468.1525758943131,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652295,1.0,187.3893737897686,1.0,467.15013399623194,1.0,467.15013399623194,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,466.14769209815074,1.0,466.14769209815074,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.188021535170115,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.38937378976854,1.0,465.1452502000696,1.0,465.1452502000696,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816347,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,464.1428083019884,1.0,464.1428083019884,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,463.14036640390725,1.0,463.14036640390725,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816344,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502888,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,462.13792450582605,1.0,462.13792450582605,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170165,1.0
car_1,keep_direction,41.188021535170115,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,461.1354826077449,1.0,461.1354826077449,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.3893737897686,1.0,460.13304070966376,1.0,460.13304070966376,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170144,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,459.13059881158256,1.0,459.13059881158256,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816344,1.0,52.582261585028924,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.3893737897686,1.0,458.12815691350136,1.0,458.12815691350136,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.18802153517013,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816345,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,457.1257150154202,1.0,457.1257150154202,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758141,1.0,111.95217600652298,1.0,187.3893737897686,1.0,456.123273117339,1.0,456.123273117339,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502888,1.0,45.76072860290286,1.0,41.188021535170144,1.0
car_1,keep_direction,41.18802153517013,1.0,45.760728602902844,1.0,52.58226158502887,1.0,63.05206466816345,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,455.12083121925787,1.0,455.12083121925787,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816344,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170115,1.0
car_1,keep_direction,41.188021535170115,1.0,45.76072860290282,1.0,52.58226158502887,1.0,63.05206466816344,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,454.1183893211767,1.0,454.1183893211767,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758137,1.0,63.05206466816347,1.0,52.58226158502888,1.0,45.76072860290282,1.0,41.188021535170144,1.0
car_1,keep_direction,41.188021535170094,1.0,45.760728602902844,1.0,52.58226158502888,1.0,63.05206466816345,1.0,80.20217872758138,1.0,111.95217600652298,1.0,187.3893737897686,1.0,453.1159474230955,1.0,453.1159474230955,1.0,187.3893737897686,1.0,111.95217600652298,1.0,80.20217872758141,1.0,63.05206466816347,1.0,52.58226158502884,1.0,45.76072860290282,1.0,41.188021535170144,1.0
